Sample,Group,AMR Gene Family,Drug Class,RPKM
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,2.33988
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; cephamycin; penam,1.408456
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,1.114827
368258353,macrolide antibiotic,macrolide esterase,macrolide antibiotic,0.241682
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.19849
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,11.38901
368258353,penam,methicillin resistant PBP2,penam,0.146441
368258353,Multi-drug resistance,OXA beta-lactamase,carbapenem; cephalosporin; penam,0.356852
368258353,cephalosporin,L1 family beta-lactamase,cephalosporin,0.333946
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,4.734099
368258353,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,1.11819
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,1.120956
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,0.790784
368258353,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,0.880326
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,2.169834
368258353,Multi-drug resistance,lsa-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic,0.200503
368258353,Multi-drug resistance,Erm 23S ribosomal RNA methyltransferase,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,0.405115
368258353,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,2.148869
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,2.453673
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,9.814693
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,3.351579
368258353,fluoroquinolone antibiotic,quinolone resistance protein (qnr),fluoroquinolone antibiotic,0.870907
368258353,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,0.231675
368258353,peptide antibiotic,undecaprenyl pyrophosphate related proteins,peptide antibiotic,1.984175
368258353,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,1.34487
368258353,aminoglycoside antibiotic,APH(3''),aminoglycoside antibiotic,25.08083
368258353,cephamycin,CMY beta-lactamase,cephamycin,0.124808
368258353,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,2.986635
368258353,cephamycin,CfxA beta-lactamase,cephamycin,0.306981
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,2.68887
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams,fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics,4.247374
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; penam,0.509049
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,13.50073
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,1.395501
368258353,tetracycline antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,0.385122
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic; cephalosporin; cephamycin; penam,5.883808
368258353,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,3.128101
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,51.7024
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.310485
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,nucleoside antibiotic; disinfecting agents and antiseptics,2.095462
368258353,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,1.812213
368258353,fluoroquinolone antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,fluoroquinolone antibiotic,0.349904
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.486436
368258353,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,4.527388
368258353,fluoroquinolone antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,0.49424
368258353,peptide antibiotic,pmr phosphoethanolamine transferase,peptide antibiotic,3.213324
368258353,tetracycline antibiotic,tetracycline-resistant ribosomal protection protein,tetracycline antibiotic,1.003925
368258353,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,1.029666
368258353,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,1.522868
368258353,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,4.621338
368258353,disinfecting agents and antiseptics,resistance-nodulation-cell division (RND) antibiotic efflux pump,disinfecting agents and antiseptics,13.2002
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.024331
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,3.657563
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,2.417478
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,15.84843
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,2.490864
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,10.47653
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; carbapenem; tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.205463
368258353,phenicol antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,0.768249
368258353,phenicol antibiotic,resistance-nodulation-cell division (RND) antibiotic efflux pump,phenicol antibiotic,1.668119
368258353,carbapenem,subclass B3 PEDO beta-lactamase,carbapenem,0.172209
368258353,carbapenem,MSI beta-lactamase,carbapenem,0.433544
368258353,macrolide antibiotic,macrolide phosphotransferase (MPH),macrolide antibiotic,0.502617
368258353,glycopeptide antibiotic,glycopeptide resistance gene cluster; Van ligase,glycopeptide antibiotic,0.566464
368258353,macrolide antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,0.484549
368258353,macrolide antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,26.07646
368258353,Multi-drug resistance,non-erm 23S ribosomal RNA methyltransferase (G748),macrolide antibiotic; lincosamide antibiotic,1.571788
368258353,fusidane antibiotic,Target protecting FusB-type protein conferring resistance to Fusidic acid,fusidane antibiotic,0.696113
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; penam,1.220345
368258353,aminoglycoside antibiotic,kdpDE,aminoglycoside antibiotic,1.093451
368258353,aminoglycoside antibiotic,AAC(3),aminoglycoside antibiotic,0.861045
368258353,aminoglycoside antibiotic,AAC(6'),aminoglycoside antibiotic,0.552223
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,penam; tetracycline antibiotic,6.538582
368258353,diaminopyrimidine antibiotic,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,0.31281
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic,0.75649
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; glycylcycline; tetracycline antibiotic; diaminopyrimidine antibiotic; nitrofuran antibiotic,1.73995
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,1.422273
368258353,Multi-drug resistance,ATP-binding cassette (ABC) antibiotic efflux pump,cephalosporin; penam; peptide antibiotic,0.06803
368258353,nitroimidazole antibiotic,ATP-binding cassette (ABC) antibiotic efflux pump,nitroimidazole antibiotic,1.44118
368258353,Multi-drug resistance,major facilitator superfamily (MFS) antibiotic efflux pump,rifamycin antibiotic; isoniazid-like antibiotic,1.023849
368258353,antibacterial free fatty acids,major facilitator superfamily (MFS) antibiotic efflux pump,antibacterial free fatty acids,0.388401
368258353,phenicol antibiotic,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,1.372889
368258353,macrolide antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,macrolide antibiotic,0.122945
368258353,aminoglycoside antibiotic,APH(3'),aminoglycoside antibiotic,0.373011
368258353,aminoglycoside antibiotic,ANT(6),aminoglycoside antibiotic,3.088999
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.375848
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,4.398388
368258353,peptide antibiotic,MCR phosphoethanolamine transferase,peptide antibiotic,0.549155
368258353,aminoglycoside antibiotic,ANT(3''),aminoglycoside antibiotic,0.748848
368258353,Multi-drug resistance,vga-type ABC-F protein,lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic,0.188282
368258353,phosphonic acid antibiotic,fosfomycin thiol transferase,phosphonic acid antibiotic,0.353029
368258353,Multi-drug resistance,tetracycline inactivation enzyme,glycylcycline; tetracycline antibiotic,0.256083
368258353,macrolide antibiotic,mgt macrolide glycotransferase,macrolide antibiotic,2.35914
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,20.1195
368258353,phenicol antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,2.318656
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,3.565659
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; tetracycline antibiotic,0.29245
368258353,aminoglycoside antibiotic,small multidrug resistance (SMR) antibiotic efflux pump,aminoglycoside antibiotic,12.02205
368258353,macrolide antibiotic,small multidrug resistance (SMR) antibiotic efflux pump,macrolide antibiotic,2.226306
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,0.248362
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,1.614351
368258353,bicyclomycin-like antibiotic,major facilitator superfamily (MFS) antibiotic efflux pump,bicyclomycin-like antibiotic,1.471682
368258353,Multi-drug resistance,resistance-nodulation-cell division (RND) antibiotic efflux pump,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,3.661036
