COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	0	1	1	NA	COG2814	GC_00000154, GC_00000213, GC_00001333, GC_00001391, GC_00001464, GC_00001621, GC_00001695, GC_00002008, GC_00002244, GC_00002331, GC_00002332, GC_00002359, GC_00002470, GC_00002478, GC_00002737, GC_00002889, GC_00002920, GC_00003120, GC_00003531, GC_00003630, GC_00003874, GC_00004131, GC_00004660, GC_00005258, GC_00005391, GC_00005636, GC_00005672, GC_00005901, GC_00006034, GC_00006574, GC_00006664, GC_00006695, GC_00006700, GC_00006937, GC_00007036, GC_00007130, GC_00007751	1	1	20	11
Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains (YedE)	0	1	1	NA	COG2391	GC_00000245, GC_00001230, GC_00001495	1	1	20	11
Dessication stress tolerance protein, LEA/WHy domain (LEA) (PUBMED:15598830;29802195)	0	1	1	NA	COG5608	GC_00002138, GC_00003327	1	1	20	11
Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S)	0	1	1	NA	COG2010	GC_00000308, GC_00000693, GC_00003043, GC_00003060, GC_00003398, GC_00003870, GC_00004294, GC_00004767, GC_00005747, GC_00007661	1	1	20	11
N-hydroxylaminopurine reductase YiiM, contains MOSC domain (YiiM) (PDB:1O65) (PUBMED:18312271;29459651)	0	1	1	NA	COG2258	GC_00001883, GC_00001995	1	1	20	11
Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (ThiD) (PDB:1Y9X) (PUBMED:17351295)	0	1	1	NA	COG0351	GC_00000770	1	1	20	11
ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	0	1	1	NA	COG3842	GC_00001157, GC_00001461, GC_00002811	1	1	20	11
Uncharacterized conserved protein YaiI, UPF0178 family (YaiI)	0	1	1	NA	COG1671	GC_00001676	1	1	20	11
Glutamate dehydrogenase/leucine dehydrogenase (GdhA) (PDB:1B3B) (PUBMED:24391520)	0	1	1	NA	COG0334	GC_00001204, GC_00003242	1	1	20	11
Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family (PpiB) (PDB:4DGD)	0	1	1	NA	COG0652	GC_00002132, GC_00003181	1	1	20	11
Ubiquinone biosynthesis accessory factor UbiK (UbiK) (PUBMED:28559279)	0	1	1	NA	COG2960	GC_00000335, GC_00004111, GC_00004622, GC_00004947, GC_00005329	1	1	20	11
Superoxide dismutase (SodA) (PDB:1AP5)	0	1	1	NA	COG0605	GC_00000433, GC_00006915	1	1	20	11
Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB (PulE) (PDB:4KSR)	0	1	1	NA	COG2804	GC_00001587, GC_00001702, GC_00003660, GC_00006380, GC_00006740	1	1	20	11
Metallophosphoesterase superfamily enzyme	0	1	1	NA	COG1407	GC_00001696	1	1	20	11
Succinyl-CoA synthetase, beta subunit (SucC) (PDB:1SCU)	0	1	1	NA	COG0045	GC_00000425	1	1	20	11
CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!PAS domain (PAS) (PDB:2MWG)!!!Signal transduction histidine kinase regulating C4-dicarboxylate transport system (PDB:4GCZ)	0	1	1	NA	COG0784!!!COG2202!!!COG4191	GC_00000127, GC_00000249, GC_00001836, GC_00003141, GC_00005547	1	1	20	11
ABC-type transport system involved in cytochrome c biogenesis, ATPase component (CcmA)	0	1	1	NA	COG4133	GC_00001404	1	1	20	11
L-asparagine transporter or related permease (AnsP)	0	1	1	NA	COG1113	GC_00001588	1	1	20	11
Phosphoribosylpyrophosphate synthetase (PrsA) (PDB:1DKR)	0	1	1	NA	COG0462	GC_00000162, GC_00002690, GC_00002978	1	1	20	11
Zinc transporter ZupT (ZupT) (PDB:5TSA)	0	1	1	NA	COG0428	GC_00001277, GC_00004262	1	1	20	11
NAD(P)H-nitrite reductase, large subunit (NirB)	0	1	1	NA	COG1251	GC_00001728, GC_00002660, GC_00002919	1	1	20	11
Arsenite efflux pump ArsB, ACR3 family (ACR3)	0	1	1	NA	COG0798	GC_00000067, GC_00004579	1	1	20	11
Uncharacterized metal-binding protein, DUF411 family	0	1	1	NA	COG3019	GC_00000038, GC_00001075	1	1	20	11
Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	0	1	1	NA	COG0697	GC_00000709, GC_00000936, GC_00001298, GC_00001400, GC_00001613, GC_00001639, GC_00001749, GC_00001921, GC_00002505, GC_00002631, GC_00002679, GC_00003879, GC_00003920, GC_00005000, GC_00006533, GC_00006659, GC_00007095, GC_00007460	1	1	20	11
Cytochrome oxidase assembly protein ShyY1 (Shy1)	0	1	1	NA	COG3346	GC_00001176	1	1	20	11
MoxR-like ATPase (MoxR) (PDB:2R44)	0	1	1	NA	COG0714	GC_00000460, GC_00002097, GC_00002896, GC_00003040, GC_00003100, GC_00006231	1	1	20	11
Replication fork clamp-binding protein CrfC (dynamin-like GTPase family) (CrfC) (PDB:1JWY)	0	1	1	NA	COG0699	GC_00001721	1	1	20	11
Uncharacterized membrane protein YoaK, UPF0700 family (YoaK)	0	1	1	NA	COG3619	GC_00001245	1	1	20	11
Periplasmic Cu and Ag efflux protein CusF (CusF)	0	1	1	NA	COG5569	GC_00001807, GC_00004730	1	1	20	11
tRNA A37 methylthiotransferase MiaB (MiaB) (PDB:4JC0) (PUBMED:17407324;20472640;20584901)	0	1	1	NA	COG0621	GC_00001529, GC_00002930	1	1	20	11
Autotransporter translocation and assembly protein TamB (TamB) (PDB:5VTG)	0	1	1	NA	COG2911	GC_00000272, GC_00005731, GC_00007748	1	1	20	11
Uridylate kinase (PyrH) (PDB:2BND)	0	1	1	NA	COG0528	GC_00000011	1	1	20	11
Hemoglobin-like flavoprotein (Hmp) (PDB:3OZU)!!!Flavodoxin/ferredoxin--NADP reductase (Fpr) (PDB:3OZU)	0	1	1	NA	COG1017!!!COG1018	GC_00000234	1	1	20	11
3',5'-cyclic AMP phosphodiesterase CpdA (CpdA) (PDB:2ZO9)	0	1	1	NA	COG1409	GC_00001775, GC_00002405, GC_00005807, GC_00007142	1	1	20	11
Ribonucleotide reductase alpha subunit (NrdA) (PDB:1R1R)	0	1	1	NA	COG0209	GC_00000627, GC_00001541	1	1	20	11
Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family (YeaQ)	0	1	1	NA	COG2261	GC_00000420	1	1	20	11
Type IV pilus assembly protein FimV (FimV)	0	1	1	NA	COG3170	GC_00002042, GC_00002622, GC_00004114	1	1	20	11
Thiol-disulfide isomerase or thioredoxin (TrxA) (PDB:1XFL)	0	1	1	NA	COG0526	GC_00000101, GC_00000475, GC_00000869, GC_00005703	1	1	20	11
2-methylcitrate dehydratase PrpD (PrpD) (PDB:1SZQ)	0	1	1	NA	COG2079	GC_00002060	1	1	20	11
Uncharacterized conserved protein YurZ, alkylhydroperoxidase/carboxymuconolactone decarboxylase family (YurZ) (PDB:3BEY)	0	1	1	NA	COG0599	GC_00001248, GC_00002236, GC_00003569, GC_00004778	1	1	20	11
Protein N-terminal and lysine N-methylase, NNT1/EFM7 family (Nnt1) (PDB:3BZB) (PUBMED:23349634;26545399)	0	1	1	NA	COG3897	GC_00001409	1	1	20	11
Nicotinamide mononucleotide (NMN) deamidase PncC (PncC) (PDB:2A9S)	0	1	1	NA	COG1546	GC_00000116, GC_00002621	1	1	20	11
DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	0	1	1	NA	COG1522	GC_00000664, GC_00000737, GC_00001339, GC_00002918, GC_00003054, GC_00003105, GC_00003315, GC_00005968	1	1	20	11
Folate-binding protein YgfZ, synthesis and repair of Fe-S clusters (YgfZ) (PDB:1NRK) (PUBMED:27941785;22081392)	0	1	1	NA	COG0354	GC_00001446	1	1	20	11
Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family (PpnN) (PDB:2PMB) (PUBMED:25728768;27941785;31023582;31420341)	0	1	1	NA	COG1611	GC_00000133, GC_00001632, GC_00002441	1	1	20	11
23S rRNA A1618 N6-methylase RlmF (RlmF) (PDB:2H00) (PUBMED:18021804)	0	1	1	NA	COG3129	GC_00001919	1	1	20	11
ATP phosphoribosyltransferase (HisG) (PDB:1H3D)	0	1	1	NA	COG0040	GC_00000697	1	1	20	11
Indole-3-glycerol phosphate synthase (TrpC) (PDB:6BMA)	0	1	1	NA	COG0134	GC_00001012	1	1	20	11
Choline-glycine betaine transporter (BetT) (PDB:2WIT)	0	1	1	NA	COG1292	GC_00000205, GC_00003078, GC_00003548	1	1	20	11
tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE (TsaE) (PDB:1FL9)	0	1	1	NA	COG0802	GC_00000739	1	1	20	11
Sulfur carrier protein ThiS (thiamine biosynthesis) (ThiS) (PDB:1F0Z)	0	1	1	NA	COG2104	GC_00000599	1	1	20	11
Signal recognition particle GTPase (Ffh) (PDB:2V3C)	0	1	1	NA	COG0541	GC_00000567	1	1	20	11
Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW)	0	1	1	NA	COG0514	GC_00000271, GC_00001552, GC_00005818, GC_00007336	1	1	20	11
CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)!!!Chemotaxis signal transduction protein CheW (CheW) (PDB:2QDL)	0	1	1	NA	COG0784!!!COG0835	GC_00000620, GC_00003491	1	1	20	11
L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH)	0	1	1	NA	COG4948	GC_00000242, GC_00003479, GC_00003725, GC_00003733	1	1	20	11
Ribosome biogenesis GTPase RsgA (RsgA) (PDB:1T9H)	0	1	1	NA	COG1162	GC_00000443	1	1	20	11
Uncharacterized membrane protein YdcZ, DUF606 family (ydcZ)	0	1	1	NA	COG3238	GC_00000964	1	1	20	11
Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family (YcgN)	0	1	1	NA	COG2983	GC_00000403	1	1	20	11
Inorganic pyrophosphatase (Ppa) (PDB:117E)	0	1	1	NA	COG0221	GC_00000540	1	1	20	11
Predicted Fe-S protein YdhL, DUF1289 family (YdhL)	0	1	1	NA	COG3313	GC_00001291, GC_00002443	1	1	20	11
Lipopolysaccharide export LptBFGC system, permease protein LptF (LptF) (PDB:6S8H)	0	1	1	NA	COG0795	GC_00000952, GC_00000967	1	1	20	11
Uncharacterized membrane protein	0	1	1	NA	COG4325	GC_00000050, GC_00000471, GC_00000951, GC_00001019, GC_00001064, GC_00001226, GC_00001342, GC_00001582, GC_00002145, GC_00002175, GC_00002224, GC_00002374, GC_00002603, GC_00002694, GC_00002707, GC_00002880, GC_00003437, GC_00003670, GC_00004037, GC_00004534, GC_00005887, GC_00006163, GC_00006712	1	1	20	11
Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase (AdhE) (PDB:1A4S)	0	1	1	NA	COG1012	GC_00000027, GC_00000248, GC_00001381, GC_00001382, GC_00001607, GC_00002054, GC_00003269, GC_00003279, GC_00003490, GC_00003738, GC_00004377, GC_00004569, GC_00004614, GC_00005158, GC_00006788, GC_00006827, GC_00007608, GC_00007825	1	1	20	11
Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY)	0	1	1	NA	COG1052	GC_00001522, GC_00002653, GC_00003691, GC_00004255	1	1	20	11
Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225)	0	1	1	NA	COG0372	GC_00001300, GC_00003312	1	1	20	11
tRNA U47 aminocarboxypropyltransferaseTapT/TuaA/ YfiP, DTW domain (TapT) (PUBMED:31804502;31863583)	0	1	1	NA	COG3148	GC_00001441, GC_00001761	1	1	20	11
Membrane-bound metal-dependent hydrolase YbcI, DUF457 family (YbcI)	0	1	1	NA	COG1988	GC_00002007	1	1	20	11
Predicted hydrolase of the alpha/beta-hydrolase fold	0	1	1	NA	COG3571	GC_00001976	1	1	20	11
Predicted protein kinase regulating ubiquinone biosynthesis, AarF/ABC1/UbiB family (AarF) (PDB:4PED)	0	1	1	NA	COG0661	GC_00000791, GC_00001877	1	1	20	11
Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family (YifB)	0	1	1	NA	COG0606	GC_00001767	1	1	20	11
Acyl-CoA dehydrogenase related to the alkylation response protein AidB (CaiA) (PDB:1BUC)	0	1	1	NA	COG1960	GC_00000032, GC_00000175, GC_00000251, GC_00000264, GC_00000996, GC_00001076, GC_00001130, GC_00001925, GC_00002330, GC_00002516, GC_00002837, GC_00003019, GC_00003387, GC_00003389, GC_00003485, GC_00003495, GC_00004195, GC_00004497, GC_00005040, GC_00005102, GC_00005572, GC_00005585, GC_00006137, GC_00006402, GC_00006428, GC_00006680, GC_00007305, GC_00007413, GC_00007581, GC_00007657, GC_00007818	1	1	20	11
Pullulanase/glycogen debranching enzyme (PulA) (PDB:2WSK)	0	1	1	NA	COG1523	GC_00001089, GC_00002053	1	1	20	11
UDP-N-acetylmuramyl tripeptide synthase (MurE) (PDB:1E8C)	0	1	1	NA	COG0769	GC_00001783	1	1	20	11
Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family (NCS2) (PUBMED:24169576;24214977)	0	1	1	NA	COG2252	GC_00002234, GC_00002235	1	1	20	11
ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD)	0	1	1	NA	COG0488	GC_00001170, GC_00001670, GC_00002183, GC_00002682	1	1	20	11
Acyl-CoA dehydratase PaaZ (MaoC) (PDB:5ZY8)	0	1	1	NA	COG2030	GC_00000513, GC_00001168, GC_00005023, GC_00005077, GC_00006237, GC_00006309	1	1	20	11
Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)!!!cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9)	0	1	1	NA	COG0607!!!COG0664	GC_00001705	1	1	20	11
Membrane H+-translocase/NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit (NuoL) (PDB:3RKO)!!!Multisubunit Na+/H+ antiporter, MnhB subunit (MnhB)	0	1	1	NA	COG1009!!!COG2111	GC_00001579, GC_00001766	1	1	20	11
Flagellar biosynthesis protein FliP (FliP) (PDB:5H72)	0	1	1	NA	COG1338	GC_00001128, GC_00004005	1	1	20	11
Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin) (AhpC) (PDB:2RII)	0	1	1	NA	COG0450	GC_00000487, GC_00002096	1	1	20	11
Biotin carboxylase (AccC) (PDB:1BNC)	0	1	1	NA	COG0439	GC_00000485, GC_00003035	1	1	20	11
Putative lipoate-binding regulatory protein, UPF0250 family (YbeD) (PDB:1RWU) (PUBMED:15547281)	0	1	1	NA	COG2921	GC_00001283	1	1	20	11
16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity) (RsmA) (PDB:1QYR)	0	1	1	NA	COG0030	GC_00001422	1	1	20	11
Aspartate/methionine/tyrosine aminotransferase (AspB) (PDB:2O0R)	0	1	1	NA	COG0436	GC_00000881, GC_00002044, GC_00002600, GC_00003009	1	1	20	11
Biopolymer transport protein ExbB/TolQ (TolQ) (PDB:5SV0)	0	1	1	NA	COG0811	GC_00000134, GC_00000705, GC_00001681, GC_00001857, GC_00002167, GC_00002286, GC_00002464, GC_00004342, GC_00004520, GC_00006540	1	1	20	11
Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase (NirD) (PDB:1FQT) (PUBMED:23844911)	0	1	1	NA	COG2146	GC_00001037, GC_00002299, GC_00002496, GC_00005841, GC_00006791	1	1	20	11
DNA polymerase III, delta prime subunit (HolB) (PDB:1A5T)	0	1	1	NA	COG0470	GC_00001214	1	1	20	11
Thiamin phosphate synthase YjbQ, UPF0047 family (YjbQ) (PDB:1VE0)	0	1	1	NA	COG0432	GC_00000555	1	1	20	11
Cytochrome c556 (CytC556) (PDB:1E83)	0	1	1	NA	COG3909	GC_00000750, GC_00000988	1	1	20	11
Peptidyl-prolyl cis-trans isomerase, FKBP type (SlpA) (PDB:2M2A)	0	1	1	NA	COG1047	GC_00001448, GC_00002107	1	1	20	11
Transcriptional regulator GlxA, contains an amidase domain and an AraC-type DNA-binding HTH domain (GlxA)	0	1	1	NA	COG4977	GC_00000036, GC_00000176, GC_00001954, GC_00002892, GC_00003730, GC_00005798, GC_00006515, GC_00007014, GC_00007103	1	1	20	11
Preprotein translocase subunit SecF (SecF) (PDB:2FYH) (PUBMED:28830929)	0	1	1	NA	COG0341	GC_00000644	1	1	20	11
Sensor histidine kinase WalK (WalK) (PDB:4I5S)	0	1	1	NA	COG5002	GC_00001626, GC_00002925, GC_00003047	1	1	20	11
Predicted  kinase, aminoglycoside phosphotransferase (APT) family (YcbJ)	0	1	1	NA	COG3173	GC_00001153, GC_00004925, GC_00005113	1	1	20	11
Sulfur transfer complex TusBCD TusE component, DsrC family (tRNA 2-thiouridine synthesizing protein C) (TusE) (PDB:1JI8)	0	1	1	NA	COG2920	GC_00001100	1	1	20	11
Dihydroorotase or related cyclic amidohydrolase (AllB) (PDB:1J79)	0	1	1	NA	COG0044	GC_00001969	1	1	20	11
TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component (FcbT1) (PDB:2HZK)	0	1	1	NA	COG4663	GC_00000763, GC_00002322, GC_00003404	1	1	20	11
Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF (GlpC)	0	1	1	NA	COG0247	GC_00001564, GC_00003445	1	1	20	11
Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family (Mrp) (PDB:2PH1) (PUBMED:18616280;19114487;31709520)	0	1	1	NA	COG0489	GC_00001158, GC_00005649	1	1	20	11
Uncharacterized conserved protein YaeQ, suppresses RfaH defect (YaeQ) (PDB:2G3W) (PUBMED:9604894;32214543)	0	1	1	NA	COG4681	GC_00000672	1	1	20	11
Zn-dependent metalloprotease (Neutral protease B) (LasB) (PDB:3NQY)	0	1	1	NA	COG3227	GC_00000083	1	1	20	11
Phosphoglycolate phosphatase, HAD superfamily (Gph) (PDB:2NYV)	0	1	1	NA	COG0546	GC_00000173, GC_00001432, GC_00001867, GC_00002590, GC_00006698, GC_00006822	1	1	20	11
Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)	0	1	1	NA	COG0726	GC_00001631	1	1	20	11
DNA gyrase/topoisomerase IV, subunit B (GyrB) (PDB:1EI1)	0	1	1	NA	COG0187	GC_00001412, GC_00003344	1	1	20	11
Transaldolase/fructose-6-phosphate aldolase (TalA) (PDB:1F05)	0	1	1	NA	COG0176	GC_00001805	1	1	20	11
Signal transduction histidine kinase NtrY involved in nitrogen fixation and metabolism regulation (NtrY)	0	1	1	NA	COG5000	GC_00001962, GC_00003359	1	1	20	11
Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	0	1	1	NA	COG0665	GC_00000202, GC_00001950, GC_00002387, GC_00002565, GC_00003290, GC_00003591	1	1	20	11
Multidrug efflux pump subunit AcrA (membrane-fusion protein) (AcrA) (PDB:1T5E)	0	1	1	NA	COG0845	GC_00000228, GC_00001499, GC_00001824, GC_00001841, GC_00003444, GC_00003463, GC_00003650, GC_00003747, GC_00004236, GC_00004297, GC_00004303, GC_00004308, GC_00006300, GC_00006345, GC_00006362, GC_00006423, GC_00006962, GC_00007138, GC_00007754, GC_00007824	1	1	20	11
Membrane protein involved in the export of O-antigen and teichoic acid (RfbX)	0	1	1	NA	COG2244	GC_00001206, GC_00003458, GC_00004731, GC_00004956, GC_00005604, GC_00006250, GC_00006329, GC_00006498, GC_00007116, GC_00007232, GC_00007747	1	1	20	11
Ribosomal 50S subunit-associated protein YjgA, DUF615 family (YjgA) (PDB:2P0T) (PUBMED:16980477)	0	1	1	NA	COG3028	GC_00000767	1	1	20	11
tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin) (MiaE) (PDB:2ITB)	0	1	1	NA	COG4445	GC_00000848	1	1	20	11
Uncharacterized conserved protein YdcH, DUF465 family (YdcH) (PDB:1ZHC)	0	1	1	NA	COG2841	GC_00000512, GC_00002245	1	1	20	11
Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family (RdgB) (PDB:1B78)	0	1	1	NA	COG0127	GC_00000638, GC_00000814	1	1	20	11
Anaerobic selenocysteine-containing dehydrogenase (BisC) (PDB:1EU1)	0	1	1	NA	COG0243	GC_00001484, GC_00001612, GC_00001689, GC_00001934, GC_00002260, GC_00002658, GC_00004325	1	1	20	11
DnaJ domain-containing protein (DjlA) (PUBMED:15489435;11106641)	0	1	1	NA	COG1076	GC_00001352, GC_00002849	1	1	20	11
Thiamine monophosphate synthase (ThiE) (PDB:1G4T) (PUBMED:19060138)	0	1	1	NA	COG0352	GC_00000165	1	1	20	11
3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains (SseA) (PDB:1BOH)	0	1	1	NA	COG2897	GC_00001258, GC_00002701	1	1	20	11
Uncharacterized conserved protein ApaG affecting Mg2+/Co2+ transport (ApaG) (PDB:1TZA)	0	1	1	NA	COG2967	GC_00000494	1	1	20	11
Acyl-CoA thioesterase PaaI, contains HGG motif (PaaI) (PDB:1PSU)!!!Predicted N-acyltransferase, GNAT family (ElaA) (PDB:1XEB)	0	1	1	NA	COG2050!!!COG2153	GC_00000408	1	1	20	11
Protein-L-isoaspartate O-methyltransferase (Pcm) (PDB:3LBF) (PUBMED:24909784)	0	1	1	NA	COG2518	GC_00000310	1	1	20	11
Dihydroneopterin aldolase (FolB) (PDB:1B9L)	0	1	1	NA	COG1539	GC_00000014, GC_00002341	1	1	20	11
Cytochrome bd-type quinol oxidase, subunit 2 (AppB) (PDB:6RKO)	0	1	1	NA	COG1294	GC_00000117, GC_00000868	1	1	20	11
Signal transduction histidine kinase ComP (ComP) (PDB:4GT8)	0	1	1	NA	COG4585	GC_00000257	1	1	20	11
Uncharacterized conserved protein YjlB, cupin superfamily (YjlB)	0	1	1	NA	COG4297	GC_00001524	1	1	20	11
3-methyladenine DNA glycosylase Tag (Tag) (PDB:1LMZ)	0	1	1	NA	COG2818	GC_00001373, GC_00001850	1	1	20	11
DNA polymerase III, chi subunit (HolC) (PDB:1EM8)	0	1	1	NA	COG2927	GC_00000971	1	1	20	11
Acyl-CoA hydrolase (YciA) (PDB:5DM5)	0	1	1	NA	COG1607	GC_00000344, GC_00002179	1	1	20	11
Curli biogenesis system outer membrane secretion channel CsgG (CsgG) (PDB:3X2R) (PUBMED:24417346)	0	1	1	NA	COG1462	GC_00001565	1	1	20	11
Trehalose-6-phosphate phosphatase (OtsB) (PDB:1U02)	0	1	1	NA	COG1877	GC_00001509	1	1	20	11
Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7)	0	1	1	NA	COG0840	GC_00000025, GC_00000049, GC_00000074, GC_00000177, GC_00000870, GC_00001004, GC_00001282, GC_00001615, GC_00001708, GC_00001853, GC_00001946, GC_00001975, GC_00002037, GC_00002351, GC_00002488, GC_00002522, GC_00002529, GC_00002589, GC_00002615, GC_00002955, GC_00003112, GC_00003124, GC_00003172, GC_00003225, GC_00003356, GC_00003811, GC_00003875, GC_00004003, GC_00004029, GC_00004292, GC_00004631, GC_00004708, GC_00004783, GC_00006913	1	1	20	11
Uncharacterized conserved protein YaiL, DUF2058 family (YaiL)	0	1	1	NA	COG3122	GC_00001318	1	1	20	11
Omega-amidase YafV/Nit2, hydrolyzes alpha-ketoglutaramate (Nit2) (PUBMED:28373563)	0	1	1	NA	COG0388	GC_00000182, GC_00000863, GC_00001725, GC_00003104, GC_00004129, GC_00004605, GC_00007777	1	1	20	11
Recombinational DNA repair ATPase RecF (RecF) (PDB:5Z67)	0	1	1	NA	COG1195	GC_00001436	1	1	20	11
Alcohol dehydrogenase, class IV (EutG) (PDB:6AHC)	0	1	1	NA	COG1454	GC_00001678, GC_00001923, GC_00002767	1	1	20	11
Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family (Ycf19)	0	1	1	NA	COG0762	GC_00000984	1	1	20	11
Uncharacterized conserved protein YjiS, DUF1127 family (YjiS)	0	1	1	NA	COG5457	GC_00000412, GC_00000799	1	1	20	11
DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains (AtoC) (PDB:1ZY2)	0	1	1	NA	COG2204	GC_00000159, GC_00000184, GC_00000786, GC_00000999, GC_00001005, GC_00002188, GC_00002703, GC_00002857, GC_00003412, GC_00003658, GC_00004043, GC_00004146	1	1	20	11
Uncharacterized conserved protein, DUF1365 family	0	1	1	NA	COG3496	GC_00001518	1	1	20	11
Palmitoleoyl-ACP: Kdo2-lipid-IV acyltransferase (lipid A biosynthesis) (LpxP) (PDB:5F2T) (PUBMED:11830595)	0	1	1	NA	COG1560	GC_00000219, GC_00003272	1	1	20	11
Isochorismate hydrolase (EntB1) (PDB:3TB4)	0	1	1	NA	COG1535	GC_00000872	1	1	20	11
Homogentisate 1,2-dioxygenase (HmgA) (PDB:1EY2)	0	1	1	NA	COG3508	GC_00001146	1	1	20	11
Nicotinamidase-related amidase (PncA) (PDB:1ILW)	0	1	1	NA	COG1335	GC_00000415, GC_00002564, GC_00002985, GC_00005770, GC_00007019	1	1	20	11
Two-component response regulator, PleD family, consists of two REC domains and a diguanylate cyclase (GGDEF) domain (PleD) (PDB:1W25)	0	1	1	NA	COG3706	GC_00000812, GC_00001237, GC_00002569, GC_00002704	1	1	20	11
