COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_Reference	p_Chennai	N_Reference	N_Chennai
Barstar, RNAse (barnase) inhibitor (BarS) (PDB:1A19)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2732	GC_00000472	1	0.9444	39	18
tRNA A37 threonylcarbamoyltransferase TsaD (TsaD) (PDB:3ENO) (PUBMED:23072323;21285948;32385138)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0533	GC_00001108	1	0.9444	39	18
6-phosphogluconate dehydrogenase (Gnd) (PDB:2ZYA) (PUBMED:25329577)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0362	GC_00000946	1	0.9444	39	18
Flp pilus assembly protein TadC (TadC)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2064	GC_00000059	1	0.9444	39	18
Aspartate kinase (MetL1) (PDB:2CDQ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0527	GC_00000747	1	0.9444	39	18
Biotin transporter BioY (BioY) (PDB:4DVE)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1268	GC_00000762	1	0.9444	39	18
UDP-N-acetylmuramyl pentapeptide synthase (MurF) (PDB:4CVK)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0770	GC_00001042	1	0.9444	39	18
RNase P protein component (RnpA) (PDB:1A6F)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0594	GC_00001119	1	0.9444	39	18
Nitrate reductase gamma subunit (NarI) (PDB:1Y5L)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2181	GC_00000884	1	0.9444	39	18
L-ribulose-5-phosphate 3-epimerase UlaE (SgaU) (PDB:3CQH)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3623	GC_00001004	1	0.9444	39	18
UDP-N-acetylenolpyruvoylglucosamine reductase (MurB) (PDB:2MBR)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0812	GC_00000847	1	0.9444	39	18
tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE (TsaE) (PDB:1FL9)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0802	GC_00001120	1	0.9444	39	18
Predicted rRNA methylase YqxC, contains S4 and FtsJ domains (YqxC) (PDB:3OPN)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1189	GC_00001017	1	0.9444	39	18
Uncharacterized conserved protein (PDB:6IAQ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3804	GC_00000910	1	0.9444	39	18
5-enolpyruvylshikimate-3-phosphate synthase (AroA) (PDB:4N3P)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0128	GC_00001033	1	0.9444	39	18
Glycine/serine hydroxymethyltransferase (GlyA) (PDB:1BJ4)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0112	GC_00000816	1	0.9444	39	18
Predicted nucleic acid-binding protein, contains Zn-ribbon domain	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2331	GC_00000877	1	0.9444	39	18
Phosphoenolpyruvate synthase/pyruvate phosphate dikinase (PpsA) (PDB:5HV6)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0574	GC_00000892	1	0.9444	39	18
23S rRNA accumulation protein YceD (essential in plants, uncharacterized in bacteria) (YceD) (PUBMED:27574185)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1399	GC_00001115	1	0.9444	39	18
Molecular chaperone GrpE (heat shock protein HSP-70) (GrpE) (PDB:1DKG)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0576	GC_00000779	1	0.9444	39	18
ABC-type phosphate transport system, periplasmic component (PstS) (PDB:2Q9T)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0226	GC_00000937	1	0.9444	39	18
DNA-binding transcriptional regulator YbjK (YbjK) (PDB:5X5I)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG3226	GC_00001139	1	0.9444	39	18
SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG1974	GC_00000767	1	0.9444	39	18
Acyl carrier protein (AcpP) (PDB:1ACP)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG0236	GC_00001037, GC_00002672	1	0.9444	39	18
Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family (YeaQ)	2.2054030021203257	0.13752794879821506	0.2319915903969929	Reference	COG2261	GC_00000932	1	0.9444	39	18
5-methylcytosine-specific restriction endonuclease McrA (McrA)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG1403	GC_00003181	0	0.0556	39	18
tRNA G37 N-methylase TrmD (TrmD) (PDB:1P9P)!!!Ribosomal protein S18 acetylase RimI and related acetyltransferases (RimI) (PDB:1GHE)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG0336!!!COG0456	GC_00003074	0	0.0556	39	18
Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ... (PDB:2W00)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG0610	GC_00003229	0	0.0556	39	18
Type I restriction-modification system, DNA methylase subunit (HsdM) (PDB:2AR0) (PUBMED:26872910)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG0286	GC_00003174	0	0.0556	39	18
Retron-type reverse transcriptase (YkfC)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG3344	GC_00003304	0	0.0556	39	18
Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily (ZapE)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG1485	GC_00002997	0	0.0556	39	18
IS4 transposase InsG (InsG)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG3385	GC_00003158	0	0.0556	39	18
Transposase InsO and inactivated derivatives (Tra5)!!!CRISPR-associated protein Csa3, CARF domain (Csa3) (PDB:2WTE) (PUBMED:21093452)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG2801!!!COG3415	GC_00002966	0	0.0556	39	18
Predicted cysteine peptidase, C39 family (YvpB) (PDB:3ERV)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG4990	GC_00002894	0	0.0556	39	18
Quinol monooxygenase YgiN (YgiN) (PDB:1R6Y) (PUBMED:15613473)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG1359	GC_00003067	0	0.0556	39	18
Transposase InsA (InsA)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG3677	GC_00003136	0	0.0556	39	18
Cytochrome c553 (CytC553) (PDB:6Q2U)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG2863	GC_00002994	0	0.0556	39	18
tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain (TrmL) (PDB:4JAK)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG0219	GC_00003089	0	0.0556	39	18
Uncharacterized conserved protein, DUF305 family (PDB:5FEJ)	2.2054030021203146	0.13752794879821736	0.2319915903969929	Chennai	COG3544	GC_00003270	0	0.0556	39	18
Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)	2.072206787508576	0.15000433350070466	0.25271852403145195	Reference	COG1961	GC_00002381, GC_00002383, GC_00002393, GC_00002563, GC_00002659, GC_00002961, GC_00003053, GC_00003128, GC_00003288	0.2051	0.0556	39	18
Na+/H+ antiporter NhaD or related arsenite permease (ArsB)	1.9855591030693747	0.15880598975483123	0.26620426889893917	Reference	COG1055	GC_00002529	0.1026	0	39	18
Nitroreductase (NfnB) (PDB:1F5V)	1.9855591030693747	0.15880598975483123	0.26620426889893917	Reference	COG0778	GC_00002536	0.1026	0	39	18
Cystathionine beta-lyase/cystathionine gamma-synthase (MetC) (PDB:1CL1)	1.9855591030693747	0.15880598975483123	0.26620426889893917	Reference	COG0626	GC_00002548, GC_00002566	0.1026	0	39	18
Homoserine O-acetyltransferase (MET2) (PDB:2VAT)	1.9855591030693747	0.15880598975483123	0.26620426889893917	Reference	COG2021	GC_00002528	0.1026	0	39	18
Queuosine precursor transporter YhhQ, DUF165 family (YhhQ) (PUBMED:31481610)	1.8043684878373663	0.1791852619484345	0.29998936085602573	Reference	COG1738	GC_00001596	0.9744	0.8889	39	18
3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase (FabA) (PDB:1MKA)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG0764	GC_00002684	0.0769	0	39	18
Uncharacterized conserved membrane protein, UPF0127 family (PDB:3M7A)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG1430	GC_00002657	0.0769	0	39	18
NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase (FadH2) (PDB:1VRQ)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG0446	GC_00002680	0.0769	0	39	18
Anion-transporting ATPase, ArsA/GET3 family (ArsA) (PDB:1F48)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG0003	GC_00002623	0.0769	0	39	18
Fido, protein-threonine AMPylation domain (FIDO) (PDB:2F6S) (PUBMED:19503829)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG2184	GC_00002590	0.0769	0	39	18
Type IV secretory pathway, VirB4 component (VirB4)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG3451	GC_00002707, GC_00003175	0.0769	0	39	18
Cadmium resistance protein CadD, predicted permease (CadD)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG4300	GC_00002648	0.0769	0	39	18
EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase (EntF) (PDB:5ES5)	1.4615731177870608	0.22667998705618433	0.3757375467829557	Reference	COG1020	GC_00002616	0.0769	0	39	18
Ribosomal protein L34 (RpmH) (PDB:6SPB)	1.104505764073092	0.2932793995859992	0.4855282253369206	Reference	COG0230	GC_00002374	0.1538	0.0556	39	18
Flp pilus assembly protein TadG, includes N-terminal TadE domain (TadG) (PUBMED:12010986)	0.9566618961030109	0.32802934606991435	0.5403787994443965	Reference	COG4961	GC_00002794	0.0513	0	39	18
Predicted transcriptional regulator, contains ribbon-helix-helix (RHH_1) domain (PutA1) (PDB:6IYA)	0.9566618961030109	0.32802934606991435	0.5403787994443965	Reference	COG3905	GC_00002754	0.0513	0	39	18
N-acetyl-anhydromuramyl-L-alanine amidase AmpD (AmpD) (PDB:2Y28)	0.9566618961030109	0.32802934606991435	0.5403787994443965	Reference	COG3023	GC_00002711	0.0513	0	39	18
mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)	0.9566618961030109	0.32802934606991435	0.5403787994443965	Reference	COG2026	GC_00002732	0.0513	0	39	18
Lipid carrier protein ElyC involved in cell wall biogenesis, DUF218 family (ElyC) (PDB:3CA8) (PUBMED:24391520)	0.8187322208544685	0.3655510955574307	0.6014486005723244	Reference	COG1434	GC_00002060	0.8718	0.7778	39	18
Ribosome-associated protein YbcJ, S4-like RNA-binding protein (YbcJ) (PDB:1P9K)	0.6901709886661318	0.40610622722362444	0.6657152387371317	Chennai	COG2501	GC_00001945	0.8718	0.9444	39	18
Chromosome segregation ATPase Smc (Smc) (PDB:5XG3)	0.6901709886661315	0.40610622722362455	0.6657152387371317	Reference	COG1196	GC_00002405	0.1282	0.0556	39	18
Putative cell wall-binding domain (amidase enhancer), LytB superfamily (LytB) (PDB:5J6Q)!!!Predicted extracellular nuclease	0.6901709886661315	0.40610622722362455	0.6657152387371317	Reference	COG2247!!!COG2374	GC_00002415, GC_00002457	0.1282	0.0556	39	18
Transposase	0.6534396503146811	0.41888559263101044	0.68582248989587	Chennai	COG3464	GC_00002331, GC_00002376, GC_00002399, GC_00002418, GC_00002602, GC_00002660, GC_00002937, GC_00002945, GC_00003003, GC_00003048, GC_00003081, GC_00003114, GC_00003160	0.3333	0.4444	39	18
Chitinase (Chi1) (PDB:4AXN)	0.6172049609081702	0.4320878402131735	0.706572037362056	Chennai	COG3469	GC_00002182	0.6154	0.7222	39	18
Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family (GloA) (PDB:3R4Q) (PUBMED:11830595)	0.4697802232067315	0.4930882935158881	0.7975374820063276	Chennai	COG0346	GC_00000031, GC_00002065	0.9744	1	39	18
Uncharacterized conserved protein YegL, contains vWA domain of TerY type (TerY)	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG4245	GC_00003101, GC_00003200	0.0256	0	39	18
Glutamate or tyrosine decarboxylase or a related PLP-dependent protein (GadA) (PDB:1XEY)	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG0076	GC_00003184	0.0256	0	39	18
Cell wall-associated hydrolase, NlpC_P60 family (NlpC) (PDB:2EVR)!!!Membrane-bound lytic murein transglycosylase B (MltB) (PDB:1D0K)	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG0791!!!COG2951	GC_00003166	0.0256	0	39	18
DNA modification methylase (YhdJ) (PDB:1BOO)	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG0863	GC_00003278	0.0256	0	39	18
Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase (VirD4) (PDB:1GL6)	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG3505	GC_00003077	0.0256	0	39	18
Bacteriophage DNA transposition protein, AAA+ family ATPase	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG2842	GC_00003241	0.0256	0	39	18
Prephenate dehydratase (PheA2) (PDB:1PHZ)	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG0077	GC_00003043	0.0256	0	39	18
Type IV secretory pathway, VirD2 component (relaxase) (VirD2)	0.4697802232067314	0.4930882935158881	0.7975374820063276	Reference	COG3843	GC_00003238	0.0256	0	39	18
ATP-dependent Clp protease adapter protein ClpS (ClpS) (PDB:1LZW)	0.3653849661478371	0.5455306670840323	0.8812925891466351	Chennai	COG2127	GC_00002175	0.641	0.7222	39	18
Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain (Atl1) (PDB:2KIF) (PUBMED:19516334)	0.325530966694041	0.5683025425966317	0.9169712523056763	Reference	COG3695	GC_00001573, GC_00002710	0.9744	0.9444	39	18
Predicted Fe-Mo cluster-binding protein, NifX family (NifX) (PDB:1EO1)	0.17988166323216642	0.6714749570059335	1	Reference	COG1433	GC_00001877	0.9231	0.8889	39	18
ATP-binding helicase-inhibiting domain, Tm-1/UPF0261 family (Tm-1N) (PDB:3WRV) (PUBMED:25092327)	0.15100078503654368	0.6975808010705795	1	Reference	COG5441	GC_00002162, GC_00002172, GC_00002313, GC_00002327, GC_00002339	0.8718	0.8333	39	18
Carboxypeptidase C (cathepsin A) (Kex1) (PDB:1AC5)	0.15100078503654368	0.6975808010705795	1	Reference	COG2939	GC_00002035	0.8718	0.8333	39	18
S-ribosylhomocysteine lyase LuxS, autoinducer biosynthesis (LuxS) (PDB:5E68)	0.15100078503654368	0.6975808010705795	1	Reference	COG1854	GC_00000106	0.8718	0.8333	39	18
DNA replication protein DnaC (DnaC) (PDB:2QGZ)	0.0861756174157711	0.7690965611447746	1	Reference	COG1484	GC_00002653, GC_00003146	0.0769	0.0556	39	18
Uncharacterized short protein YbdD, DUF466 family (YbdD)	0.03340681737896296	0.8549743146471859	1	Reference	COG2879	GC_00002388	0.1282	0.1111	39	18
Acetolactate synthase, small subunit (IlvH) (PDB:2F1F)	0.03340681737896277	0.8549743146471863	1	Chennai	COG0440	GC_00001994	0.8718	0.8889	39	18
Mannose-6-phosphate isomerase, cupin superfamily (ManC) (PDB:1IPJ)	0.02899878391348772	0.8647818447772533	1	Reference	COG0662	GC_00002136, GC_00002942	0.7436	0.7222	39	18
Uncharacterized membrane protein YcgQ,  UPF0703/DUF1980 family (YcgQ)	0.009552538967654333	0.9221410621393197	1	Reference	COG3689	GC_00001936	0.8974	0.8889	39	18
NADPH-dependent ferric siderophore reductase, contains FAD-binding and SIP domains (ViuB) (PDB:2GPJ)	0	1	1	NA	COG2375	GC_00000026, GC_00001047, GC_00003221	1	1	39	18
3'->5' ssDNA/RNA exonuclease TatD (TatD) (PDB:1J6O) (PUBMED:10747959;25114049)	0	1	1	NA	COG0084	GC_00000145	1	1	39	18
Organic hydroperoxide reductase OsmC/OhrA (OsmC) (PDB:1QWI)	0	1	1	NA	COG1764	GC_00000233	1	1	39	18
tRNA G10 N-methylase Trm11 (Trm11) (PDB:5E71)	0	1	1	NA	COG1041	GC_00000590	1	1	39	18
Glutamine synthetase (GlnA) (PDB:1F1H)	0	1	1	NA	COG0174	GC_00000832, GC_00001557	1	1	39	18
NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) (NuoE) (PDB:5XF9)	0	1	1	NA	COG1905	GC_00000313, GC_00001049	1	1	39	18
Leucyl aminopeptidase (PepB) (PDB:3H8E) (PUBMED:19553197;23825549)	0	1	1	NA	COG0260	GC_00000139	1	1	39	18
Copper chaperone CopZ (CopZ) (PDB:1AFI)	0	1	1	NA	COG2608	GC_00000236, GC_00002858, GC_00003069	1	1	39	18
ABC-type transport system involved in cytochrome c biogenesis, permease component (CcmC)	0	1	1	NA	COG0755	GC_00000614	1	1	39	18
Trehalose-6-phosphate synthase, GT20 family (OtsA) (PDB:1UQT) (PUBMED:28830929)	0	1	1	NA	COG0380	GC_00000444	1	1	39	18
Deoxycytidylate deaminase (ComEB) (PDB:2HVV) (PUBMED:25746996;31954084)	0	1	1	NA	COG2131	GC_00000421	1	1	39	18
Ribosomal protein L15 (RplO) (PDB:1VS6)	0	1	1	NA	COG0200	GC_00000301	1	1	39	18
Riboflavin synthase alpha chain (RibC) (PDB:1I8D)	0	1	1	NA	COG0307	GC_00000401	1	1	39	18
Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)	0	1	1	NA	COG0491	GC_00000523, GC_00000660, GC_00000955	1	1	39	18
Diaminopimelate decarboxylase (LysA) (PDB:1D7K)	0	1	1	NA	COG0019	GC_00000115	1	1	39	18
Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family (CDA1) (PDB:1NY1)	0	1	1	NA	COG0726	GC_00000518, GC_00001213, GC_00001302	1	1	39	18
Copper homeostasis protein CutC (CutC) (PDB:1TWD)	0	1	1	NA	COG3142	GC_00000469	1	1	39	18
ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme (YbeY) (PDB:1XM5) (PUBMED:17407324;23543739)	0	1	1	NA	COG0319	GC_00000480	1	1	39	18
Adenylosuccinate lyase (PurB) (PDB:2HVG)	0	1	1	NA	COG0015	GC_00000578, GC_00002191	1	1	39	18
UDP-N-acetylmuramyl tripeptide synthase (MurE) (PDB:1E8C)	0	1	1	NA	COG0769	GC_00000640, GC_00001154	1	1	39	18
Membrane protease YdiL, CAAX protease family (YdiL)	0	1	1	NA	COG1266	GC_00000649, GC_00000991, GC_00001142	1	1	39	18
Molybdopterin synthase catalytic subunit MoaE (MoaE) (PDB:1FM0) (PUBMED:32239579)	0	1	1	NA	COG0314	GC_00000435	1	1	39	18
K+-transporting ATPase, KdpC subunit (KdpC) (PDB:5MRW)	0	1	1	NA	COG2156	GC_00000657	1	1	39	18
Broad specificity phosphatase PhoE (PhoE) (PDB:1EBB)	0	1	1	NA	COG0406	GC_00000019, GC_00000382, GC_00000917, GC_00000993	1	1	39	18
Twin-arginine protein secretion pathway components TatA and TatB (TatA) (PDB:2L16)	0	1	1	NA	COG1826	GC_00000186, GC_00001695	1	1	39	18
Preprotein translocase subunit SecE (SecE) (PDB:5MG3) (PUBMED:29684280)	0	1	1	NA	COG0690	GC_00000238	1	1	39	18
ATP:corrinoid adenosyltransferase (BtuR) (PDB:4HUT)	0	1	1	NA	COG2109	GC_00000281	1	1	39	18
Imidazolonepropionase or related amidohydrolase (HutI) (PDB:3OOQ)	0	1	1	NA	COG1228	GC_00000410, GC_00001035	1	1	39	18
c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily (AtaC) (PDB:1EI6) (PUBMED:32188788)	0	1	1	NA	COG1524	GC_00000456, GC_00001319	1	1	39	18
5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation) (AraD) (PDB:1FUA) (PUBMED:31950558)	0	1	1	NA	COG0235	GC_00000011, GC_00001924, GC_00001931, GC_00002455	1	1	39	18
Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake (Smf) (PDB:3MAJ)	0	1	1	NA	COG0758	GC_00000428, GC_00002340	1	1	39	18
Ribosomal protein L20 (RplT) (PDB:1VS6) (PUBMED:30270044)	0	1	1	NA	COG0292	GC_00000451	1	1	39	18
Ribosomal protein L35 (RpmI) (PDB:1VS6) (PUBMED:28373563)	0	1	1	NA	COG0291	GC_00000196	1	1	39	18
Cobalamin biosynthesis protein CobD/CbiB (CbiB)	0	1	1	NA	COG1270	GC_00000365	1	1	39	18
Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific (PtsG1)!!!Phosphotransferase system IIB components (PtsG2) (PDB:1IBA)!!!Phosphotransferase system IIA component (NagE) (PDB:1AX3)	0	1	1	NA	COG1263!!!COG1264!!!COG2190	GC_00000655	1	1	39	18
Glucose-1-phosphate adenylyltransferase (ADP-glucose pyrophosphorylase) (GlgC) (PDB:5MNI) (PUBMED:27545622)	0	1	1	NA	COG0448	GC_00000247	1	1	39	18
Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains (YchJ) (PDB:2I9W)	0	1	1	NA	COG3012	GC_00000408	1	1	39	18
Ribosomal protein L22 (RplV) (PDB:1VS6)	0	1	1	NA	COG0091	GC_00000331	1	1	39	18
ABC-type oligopeptide transport system, periplasmic component (OppA) (PDB:1B05)	0	1	1	NA	COG4166	GC_00000454	1	1	39	18
2-keto-3-deoxy-6-phosphogluconate aldolase (Eda) (PDB:2V81)	0	1	1	NA	COG0800	GC_00001305, GC_00001587	1	1	39	18
